eval_datetime,accuracy_score,log_loss
2025-03-31 18:46:57.099271,[0.6851549755301795],[0.6864178578353856]
2025-03-31 18:50:37.920360,[0.6851549755301795],[0.688451457812222]
2025-03-31 18:54:39.630083,[0.6117455138662317],[0.8336268006448386]
2025-04-01 09:41:53.375531,[0.6916802610114192],[0.6357817361283645]
