,date,Open,High,Low,Last,Close,Volume,BidVolume,AskVolume,returns,scaled_returns,OHLCAvg,rv5_1,rv5_5,rv5_21,hp,hp_signal,10_range,10_high_x,10_low_x,momentum_8,momentum_12,kama_5_x,kama_20_x,VSA,HAR_preds,ann_vol,target_returns
25,2009-06-07,1479.9,1484.7,1476.8,1481.6,1481.6,1974,0,0,0.0003375299589887,0.0004201850656503,1480.75,,,,1.235055417401297,0.0,,,,-0.0153380321781844,0.0023651056738884,-0.0066437002516688,-0.012044592015988,-0.7745878485875847,,0.1204933206513374,-0.1225180062260826
26,2009-06-08,1481.3,1484.5,1467.4,1478.7,1478.7,82804,0,0,-0.0019592615124732,-0.0025585975578127,1477.975,0.0153395664663504,0.0045244048357785,,1.2232356176261807,0.0,,,,-0.0153012850439431,0.0045413030906207,-0.0082051970858833,-0.0136128303589838,-0.238515813881551,,0.1148634047482725,-0.0141073413329064
27,2009-06-09,1478.6,1488.1,1471.9,1480.7,1480.7,82052,0,0,0.0013516255352312,0.001851825078595,1479.8249999999998,0.0023802515122877,0.0045308867696628,,1.2069698356058571,0.0,,,,-0.0133500791969547,-0.0031691473205226,-0.0047062943994926,-0.0120047944911903,-0.2517906687698656,,0.1094832512142613,-0.0024667658286715
28,2009-06-10,1480.7,1490.3,1471.1,1478.3,1478.3,100570,0,0,-0.0016221700076286,-0.0023307380649105,1480.1,0.0021114751054983,0.0044316997968447,,1.2097497788535696,0.0,,,,-0.0199578014595944,-0.017567838163055,-0.0058470540890219,-0.0135900044354534,0.0,,0.1043984756620998,-0.0213348116447965
29,2009-06-11,1478.4,1486.8,1466.1,1481.4,1481.4,101062,0,0,0.0020948076721447,0.0031430864105721,1478.1750000000002,0.002649463099748,0.0036770971751989,0.0015696627337696,1.2198557912659194,0.0,,,,-0.0053186243126326,-0.0154730304909103,-0.0037198503470033,-0.0114189054064718,0.0,,0.099972164228383,0.0182643658287419
30,2009-06-12,1481.5,1482.8,1459.8,1463.3,1463.3,91812,0,0,-0.0122934274808086,-0.0165378715168346,1471.85,0.0124706286292703,0.0039763159074998,0.0016752718555229,1.2403682927546715,0.0,,,,-0.0273010788455456,-0.0257704493250043,-0.012871266893483,-0.0234367854705647,0.0,0.0126217966657158,0.1115025062472032,-0.1053895482070322
31,2009-06-13,1481.5,1482.8,1459.8,1463.3,1463.3,0,0,0,0.0,0.0,1471.85,,,,1.256589040602363,0.0,,,,-0.0120908958345458,-0.0251708690132472,-0.0105443217702039,-0.0229375599836211,0.1036987749447535,,0.1063324156902246,-0.0954251830559706
32,2009-06-14,1463.9,1463.9,1459.3,1462.5,1462.5,3066,0,0,-0.0005468589923687,-0.0008095553195971,1462.4,,,,1.1648293250808084,0.0,,,,-0.0126377548269145,-0.030703280260627,-0.0081804685977545,-0.0230042506475893,-0.6366333190250641,,0.1013258104413759,-0.1259126538985361
33,2009-06-15,1462.4,1463.3,1450.1,1455.0,1455.0,81466,0,0,-0.0051413995004185,-0.0078309416168899,1457.6999999999998,0.0133364689032119,0.0027607727525822,0.0016923484865533,1.134588119648143,0.0,,,,-0.0181166842863218,-0.0233003102862285,-0.0094866950949134,-0.0275688378193924,-0.3488810326054186,0.0130629111776699,0.0984824000474514,-0.0575951741559297
34,2009-06-16,1455.0,1464.2,1453.3,1458.3,1458.3,69669,0,0,0.0022654731139262,0.0035613618780344,1457.7,0.0056183945440692,0.0027701286435158,0.0016872154077691,1.094256602568464,0.0,,,,-0.0138919496599223,-0.0307238642244067,-0.0051639928613496,-0.0248818371541014,-0.3888226722719556,0.0101994584989288,0.0954188253614043,-0.0358098552731119
35,2009-06-17,1458.4,1467.6,1452.0,1465.3,1465.3,78928,0,0,0.0047886259244602,0.0075619635109704,1460.8249999999998,0.0052974811631883,0.0029185226687322,0.0016548138665731,1.0870760416077396,0.0,,,,-0.0104549492706933,-0.0107250552889466,-0.0003564160171622,-0.0195273932280922,0.0,0.0100717530241876,0.0949877485691355,0.0201555457768989
36,2009-06-18,1465.2,1466.0,1454.1,1457.6,1457.6,72444,0,0,-0.0052687521382859,-0.0084759678321154,1460.725,0.0071197392746578,0.0030859207880867,0.0016582816570061,1.0585125366194563,0.0,,,,-0.0141015314013506,-0.0159938074272325,-0.0054330989234903,-0.022785185956917,-0.1772086269979917,0.0107847542312023,0.0932416021859344,0.0191646383037531
37,2009-06-19,1457.6,1463.3,1456.8,1458.1,1458.1,46592,0,0,0.0003429708165452,0.0005771710898685,1458.95,0.0052799032259781,0.0030581176403557,0.0016189457536797,0.9998699785426002,0.0,,,,-0.0158533682569501,-0.015988366569676,-0.0049528497508374,-0.0205624926256932,-0.3682554945016098,0.0099641776550721,0.0891340945255991,-0.0015386479510262
38,2009-06-20,1457.6,1463.3,1456.8,1458.1,1458.1,0,0,0,0.0,0.0,1458.95,,,,0.9480015817188036,0.0,,,,-0.0035599407761415,-0.0140291050572027,-0.0048226068063303,-0.0189569125185701,-0.1132827212215945,,0.085114850855833,-0.0577298732984342
39,2009-06-21,1457.6,1463.3,1456.8,1458.1,1458.1,0,0,0,0.0,0.0,1458.95,,,,0.9022705483378698,0.0,,,,-0.0035599407761415,-0.015380730592434,-0.0047999246842154,-0.0175074883497894,-0.0700305333980137,,0.0812812642217019,0.0042202793109249
40,2009-06-22,1457.9,1458.3,1441.9,1446.2,1446.2,87726,0,0,-0.0081947915813875,-0.0144604733009043,1451.0750000000005,0.0082019654987925,0.0024456433316026,0.0015795093084606,0.9279927076590728,0.0,,,,-0.0112078733651603,-0.0219533521661929,-0.0077734217328469,-0.0224532465256148,0.1374861574827148,0.0109525448855488,0.0850054290499098,-0.0960092302356072
41,2009-06-23,1446.3,1451.1,1436.8,1449.2,1449.2,80511,0,0,0.0020722532800707,0.0037599919519962,1445.85,0.0084527417279333,0.0022573393849324,0.0015789453894021,0.9371042424692944,0.0,,,,-0.003994220584671,-0.0219759065582669,-0.0048169329748497,-0.0186750305776112,0.0501126197911483,0.0110482864844599,0.0826698556749794,-0.0738338503971208
42,2009-06-24,1449.3,1468.0,1446.4,1456.3,1456.3,105221,0,0,0.0048872924676119,0.0087728083241492,1455.0,0.0053084707139383,0.0024177906170984,0.0015956135086529,0.99184974878176,0.0,,,,-0.0013724012309852,-0.0047951866098463,8.092572155509375e-05,-0.0120574727306518,0.3243321224848292,0.0098910646278854,0.0835643323157742,-0.0147728486232356
43,2009-06-25,1456.5,1464.0,1453.9,1463.4,1463.4,67211,0,0,0.0048635229613953,0.0087293069666244,1459.4499999999998,0.006894888197788,0.0024237632232116,0.0016076910627388,0.965824566286272,0.0,,,,-0.0012975041940501,6.83363515490143e-05,0.0047880442534552,-0.0068974381285724,-0.1628371011269942,0.0105363977561756,0.0835723210328808,0.1423107232499776
